,encoded,original,regenerated
8073,"[ 21 118 117  78  35  13 116 120  68 118 117  78 116 105  67 118 117  78
 116 119 115  54 118 117 101 116 105  54 118 117 100 116]",\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}, \lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
8074,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8075,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8076,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8077,[117 120 101 113  68 119 114 117  74 116 116  26 101 113  74  68],{( 1 + x )^{r}} \geq 1 + r x, { ( 1 + x ) ^ { r } } \geq 1 + r x
8078,"[ 68 118 117 101 116 115  18 117 120 101 112  18 117 100 116 117  17 117
  52 112 101 116 116 119  52 116 117  54 116]",x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}, x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
8079,"[ 79 120  90 112  91 119  20  27  21  83  72  73 118 117  91 116 114 117
  90 116  86 120  68 119  88  68  20  53 120  90 112  91 119]",m ( b - a ) \leq \int\limits_{a}^{b} f ( x ) dx \leq M ( b - a ), m ( b - a ) \leq \int \lim i t s _ { a } ^ { b } f ( x ) d x \leq M ( b - a )
8080,"[ 30 118 117  78 115  92 116 114 117  13 116  86 118 117  78 116 120  68
 119]",\sum_{n = 0}^{\infty} f_{n} ( x ), \sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
8081,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8082,"[ 18 117 101 116 117 117  78 114 117 100 116 116 116  20  18 117 101 116
 117  78 112 101 116 112  18 117 101 116 117  78 116]",\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}, \frac { 1 } { { n ^ { 2 } } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
8083,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8084,"[ 68 118 117 101 116 115  18 117 120 101 112  18 117 100 116 117  17 117
  52 112 101 116 116 119  52 116 117  54 116]",x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}, x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
8085,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8086,"[ 30 118 117  78 115 101 116 114 117  13 116 117 120  18 117  30 118 117
  83 115 101 116 114 117  78 116  91 118 117  83 116 116 117  78 116 119
 114 117  76 116 116  36 117 120  18 117  76 116 117  76 112 101 116 119
 114 117  76 116 116  30 118 117  78 115 101 116 114 117  13 116 117  91
 118 117  78 116 114 117  76 116 116]",\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}, \sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } }
8087,"[ 30 118 117  78 115 101 116 114 117  13 116 117 120  18 117  30 118 117
  83 115 101 116 114 117  78 116  91 118 117  83 116 116 117  78 116 119
 114 117  76 116 116  36 117 120  18 117  76 116 117  76 112 101 116 119
 114 117  76 116 116  30 118 117  78 115 101 116 114 117  13 116 117  91
 118 117  78 116 114 117  76 116 116]",\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}, \sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } }
8088,"[ 79 120  90 112  91 119  20  27  21  83  72  73 118 117  91 116 114 117
  90 116  86 120  68 119  88  68  20  53 120  90 112  91 119]",m ( b - a ) \leq \int\limits_{a}^{b} f ( x ) dx \leq M ( b - a ), m ( b - a ) \leq \int \lim i t s _ { a } ^ { b } f ( x ) d x \leq M ( b - a )
8089,"[ 29 114 117  99 116  67 115  18 117 101 116 117  98 116 120  29  99  67
 113  99  29  67 119]",\cos^{3} y = \frac{1}{4} ( \cos 3 y + 3 \cos y ), \cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y )
8090,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68  67 119 113  86
 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
8091,"[120  18 117 101 113 117  68 114 117 100 116 116 116 117 101 113 117  67
 114 117 100 116 116 116 119  20 117 100 114 117 106  72 106 116 116 117
 120 101 113 117 120  68 112  67 119 114 117 100 116 116 119 114 117 106
  72 106 116 116]",( \frac{1 + {x^{2}}}{1 + {y^{2}}} ) \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}, ( \frac { 1 + { x ^ { 2 } } } { 1 + { y ^ { 2 } } } ) \leq { 2 ^ { | t | } } { ( 1 + { ( x - y ) ^ { 2 } } ) ^ { | t | } }
8092,"[ 18 117 101 116 117 117  78 114 117 100 116 116 116  20  18 117 101 116
 117  78 112 101 116 112  18 117 101 116 117  78 116]",\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}, \frac { 1 } { { n ^ { 2 } } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
8093,"[120  18 117 101 116 117 117  79 114 117 100 116 116 116 112  18 117  99
  79 116 117  78 116 113  18 117 100 116 117  79  78 116 119]",( \frac{1}{{m^{2}}} - \frac{3 m}{n} + \frac{2}{m n} ), ( \frac { 1 } { { m ^ { 2 } } } - \frac { 3 m } { n } + \frac { 2 } { m n } )
8094,"[117 120  18 117 101 113 117  68 114 117 100 116 116 116 117 101 113 117
  67 114 117 100 116 116 116 119 114 117  72 116 116  20 117 100 114 117
 106  72 106 116 116 117 120 101 113 117 120  68 112  67 119 114 117 100
 116 116 119 114 117 106  72 106 116 116]",{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{t}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}, { ( \frac { 1 + { x ^ { 2 } } } { 1 + { y ^ { 2 } } } ) ^ { t } } \leq { 2 ^ { | t | } } { ( 1 + { ( x - y ) ^ { 2 } } ) ^ { | t | } }
8095,"[117 120  18 117 101 113 117  68 114 117 100 116 116 116 117 101 113 117
  67 114 117 100 116 116 116 119 114 117  72 116 116  20 117 100 114 117
 106  72 106 116 116 117 120 101 113 117 120  68 112  67 119 114 117 100
 116 116 119 114 117 106  72 106 116 116]",{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{t}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}, { ( \frac { 1 + { x ^ { 2 } } } { 1 + { y ^ { 2 } } } ) ^ { t } } \leq { 2 ^ { | t | } } { ( 1 + { ( x - y ) ^ { 2 } } ) ^ { | t | } }
8096,"[ 30 118 117  78 115 101 116 114 117  13 116 117 120  18 117  30 118 117
  83 115 101 116 114 117  78 116  91 118 117  83 116 116 117  78 116 119
 114 117  76 116 116  36 117 120  18 117  76 116 117  76 112 101 116 119
 114 117  76 116 116  30 118 117  78 115 101 116 114 117  13 116 117  91
 118 117  78 116 114 117  76 116 116]",\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}, \sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } }
8097,"[ 85 120  68 103  67 119 115  17 108  99 107 117  68 112  67 116 113  17
 117 106  68 113  67 106 116]","g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}"," g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
8098,"[ 30 118 117  78 115 101 116 114 117  13 116 120  90 118 117  78 116 112
  90 118 117  78 113 101 116 119]",\sum_{n = 1}^{\infty} ( b_{n} - b_{n + 1} ), \sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
8099,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8100,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8101,"[ 85 120  68 103  67 119 115  17 108  99 107 117  68 112  67 116 113  17
 117 106  68 113  67 106 116]","g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}"," g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
8102,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8103,"[ 85 120  68 103  67 119 115  17 108  99 107 117  68 112  67 116 113  17
 117 106  68 113  67 106 116]","g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}"," g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
8104,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68  67 119 113  86
 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
8105,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8106,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
8107,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8108,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8109,"[ 21 118 117  67  35  13 116  67  28 120  18 117  89 116 117  67 116 119
 115  89]",\lim_{y \to \infty} y \sin ( \frac{c}{y} ) = c, \lim _ { y \to \infty } y \sin ( \frac { c } { y } ) = c
8110,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8111,[117 120 101 113  68 119 114 117  74 116 116  26 101 113  74  68],{( 1 + x )^{r}} \geq 1 + r x, { ( 1 + x ) ^ { r } } \geq 1 + r x
8112,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
8113,"[ 79 120  90 112  91 119  20  27  21  83  72  73 118 117  91 116 114 117
  90 116  86 120  68 119  88  68  20  53 120  90 112  91 119]",m ( b - a ) \leq \int\limits_{a}^{b} f ( x ) dx \leq M ( b - a ), m ( b - a ) \leq \int \lim i t s _ { a } ^ { b } f ( x ) d x \leq M ( b - a )
8114,"[ 21 118 117  78  35  13 116 120  68 118 117  78 116 105  67 118 117  78
 116 119 115  54 118 117 101 116 105  54 118 117 100 116]",\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}, \lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
8115,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
8116,"[ 21 118 117  67  35  13 116  67  28 120  18 117  89 116 117  67 116 119
 115  89]",\lim_{y \to \infty} y \sin ( \frac{c}{y} ) = c, \lim _ { y \to \infty } y \sin ( \frac { c } { y } ) = c
8117,"[ 21 118 117  78  35  13 116  18 117  78 111 116 117  17 117 100  32  78
 116 120  18 117  78 116 117  87 116 119 116 115 101]",\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1, \lim _ { n \to \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
8118,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8119,"[ 21 118 117  78  35  13 116 120  68 118 117  78 116 105  67 118 117  78
 116 119 115  54 118 117 101 116 105  54 118 117 100 116]",\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}, \lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
8120,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8121,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8122,"[ 21 118 117  78  35  13 116  18 117  78 111 116 117  17 117 100  32  78
 116 120  18 117  78 116 117  87 116 119 116 115 101]",\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1, \lim _ { n \to \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
8123,"[ 30 118 117  78 115 101 116 114 117  13 116 117 120  18 117  30 118 117
  83 115 101 116 114 117  78 116  91 118 117  83 116 116 117  78 116 119
 114 117  76 116 116  36 117 120  18 117  76 116 117  76 112 101 116 119
 114 117  76 116 116  30 118 117  78 115 101 116 114 117  13 116 117  91
 118 117  78 116 114 117  76 116 116]",\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}, \sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } }
8124,"[117  96 114 117  96 116 116  16 117  96 114 117 100 116 116 115 117 120
 117  96 114 117  68 116 116 119 114 117  98 116 116]",{6^{6}} \cdot {6^{2}} = {( {6^{x}} )^{4}}, { 6 ^ { 6 } } \cdot { 6 ^ { 2 } } = { ( { 6 ^ { x } } ) ^ { 4 } }
8125,"[ 21 118 117  78  35  13 116 120  68 118 117  78 116 105  67 118 117  78
 116 119 115  54 118 117 101 116 105  54 118 117 100 116]",\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}, \lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
8126,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8127,"[ 17 108  99 107 117  18 117 117  66 114 117  99 116 116 113 100 116 117
  17 117  66 116 113 101 116 116]",\sqrt[3]{\frac{{z^{3}} + 2}{\sqrt{z} + 1}}, \sqrt [ 3 ] { \frac { { z ^ { 3 } } + 2 } { \sqrt { z } + 1 } }
8128,"[ 30 118 117  78 115  92 116 114 117  13 116  86 118 117  78 116 120  68
 119]",\sum_{n = 0}^{\infty} f_{n} ( x ), \sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
8129,"[106  27  21  83  72  73 118 117  91 116 114 117  90 116  86 120  68 119
  88  68 106  20  27  21  83  72  73 118 117  91 116 114 117  90 116 106
  86 120  68 119 106  88  68]",| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx, | \int \lim i t s _ { a } ^ { b } f ( x ) d x | \leq \int \lim i t s _ { a } ^ { b } | f ( x ) | d x
8130,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8131,"[ 91 118 117  78 116 115  91 118 117 101 116  16 117  75 114 117  78 112
 101 116 116]",a_{n} = a_{1} \cdot {q^{n - 1}}, a _ { n } = a _ { 1 } \cdot { q ^ { n - 1 } }
8132,"[ 27  21  83  72  73 118 117  92 116 114 117  13 116  18 117  28 114 117
 100 116  68 116 117 117  68 114 117 100 116 116 116  88  68 115  18 117
  32 116 117 100 116]",\int\limits_{0}^{\infty} \frac{\sin^{2} x}{{x^{2}}} dx = \frac{\pi}{2}, \int \lim i t s _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { { x ^ { 2 } } } d x = \frac { \pi } { 2 }
8133,[117  68 114 117 100 116 116 115 117  68 114 117  99 116 116],{x^{2}} = {x^{3}}, { x ^ { 2 } } = { x ^ { 3 } }
8134,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68  67 119 113  86
 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
8135,"[ 18 117  97 116 117  68 113 101 116 113  18 117  97 116 117 117  68 114
 117 100 116 116 113  68 116]",\frac{5}{x + 1} + \frac{5}{{x^{2}} + x}, \frac { 5 } { x + 1 } + \frac { 5 } { { x ^ { 2 } } + x }
8136,"[ 73 118 117  78 116 115  30 118 117  81 115 101 116 114 117  78 116  91
 118 117  81 116]",s_{n} = \sum_{k = 1}^{n} a_{k}, s _ { n } = \sum _ { k = 1 } ^ { n } a _ { k }
8137,"[ 27  21  83  72  73 118 117  91 116 114 117  90 116  86 120  68 119  88
  68 115  60 120  90 119 112  60 120  91 119]",\int\limits_{a}^{b} f ( x ) dx = F ( b ) - F ( a ), \int \lim i t s _ { a } ^ { b } f ( x ) d x = F ( b ) - F ( a )
8138,"[ 27  21  83  72  73 118 117  99 116 114 117  96 116  27  21  83  72  73
 118 117 100 116 114 117  98 116 100  88  68  88  67 115 100  16 120  96
 112  99 119  16 120  98 112 100 119 115 101 100]",\int\limits_{3}^{6} \int\limits_{2}^{4} 2 dx dy = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 12, \int \lim i t s _ { 3 } ^ { 6 } \int \lim i t s _ { 2 } ^ { 4 } 2 d x d y = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 1 2
8139,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8140,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8141,"[ 30 118 117  78 115 101 116 114 117  13 116 120  90 118 117  78 116 112
  90 118 117  78 113 101 116 119]",\sum_{n = 1}^{\infty} ( b_{n} - b_{n + 1} ), \sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
8142,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8143,"[120  18 117 101 116 117 117  79 114 117 100 116 116 116 112  18 117  99
  79 116 117  78 116 113  18 117 100 116 117  79  78 116 119]",( \frac{1}{{m^{2}}} - \frac{3 m}{n} + \frac{2}{m n} ), ( \frac { 1 } { { m ^ { 2 } } } - \frac { 3 m } { n } + \frac { 2 } { m n } )
8144,"[ 30 118 117  78 115 101 116 114 117  13 116 120  90 118 117  78 116 112
  90 118 117  78 113 101 116 119]",\sum_{n = 1}^{\infty} ( b_{n} - b_{n + 1} ), \sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
8145,"[ 18 117 117  46 118 117 101 116 114 117 100 116 116 116 117 117  46 118
 117 100 116 114 117 100 116 116 116 115  18 117 117  91 118 117 101 116
 114 117  99 116 116 116 117 117  91 118 117 100 116 114 117  99 116 116
 116]",\frac{{T_{1}^{2}}}{{T_{2}^{2}}} = \frac{{a_{1}^{3}}}{{a_{2}^{3}}}, \frac { { T _ { 1 } ^ { 2 } } } { { T _ { 2 } ^ { 2 } } } = \frac { { a _ { 1 } ^ { 3 } } } { { a _ { 2 } ^ { 3 } } }
8146,"[ 27  21  83  72  73 118 117  99 116 114 117  96 116  27  21  83  72  73
 118 117 100 116 114 117  98 116 100  88  68  88  67 115 100  16 120  96
 112  99 119  16 120  98 112 100 119 115 101 100]",\int\limits_{3}^{6} \int\limits_{2}^{4} 2 dx dy = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 12, \int \lim i t s _ { 3 } ^ { 6 } \int \lim i t s _ { 2 } ^ { 4 } 2 d x d y = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 1 2
8147,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8148,[117 120 101 113  68 119 114 117  74 116 116  26 101 113  74  68],{( 1 + x )^{r}} \geq 1 + r x, { ( 1 + x ) ^ { r } } \geq 1 + r x
8149,[117  87 114 117  32  83 116 116 113 101 115  92],{e^{\pi i}} + 1 = 0, { e ^ { \pi i } } + 1 = 0
8150,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8151,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8152,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8153,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8154,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68  67 119 113  86
 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
